Username,Date,source,Comment,processed_comment,word_count,comment_length,dominant_topic,topic_label_short,topic_label,dominant_topic_probability,confidence_cat
@AlFattah-p7g,2025-09-20 15:19:47+00:00,CNN,tetap setiap program pemerintah pasti ada korupsinya,tetap program perintah korupsi,7,52,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.844419122,Tinggi (≥0.80)
@yansstecu02,2025-09-20 15:19:42+00:00,CNN,anak saya juga ngalami menunya mi ayam kata anak saya minya kurang matang pulang sekolah pusing pusing mual mual saya belikan antangin saya kerokin malamnya muntah muntah saya kira masuk angin gak tau kalau keracunan alhamdulillah udah sembuh tapi makanya baru sedikit,anak ngalami menu mi ayam kata anak mi cukup matang pulang sekolah bingung bingung mual mual belikan antangin kerokin malam muntah muntah kira masuk angin tahu racun alhamdulillah sembuh makanya baru sedikit,42,268,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.973982275,Tinggi (≥0.80)
@uchoks,2025-09-20 15:15:23+00:00,CNN,pemerintah harus waspada mungkin ada sppg yang kerja sama dengan pihak tertentu untuk menghentikan mbg ada upaya untuk menurunkan pak presiden prabowo,perintah waspada mungkin sppg kerja pihak tentu henti upaya turun presiden prabowo,22,150,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.937523365,Tinggi (≥0.80)
@bilalrizki-o8d,2025-09-20 15:10:59+00:00,CNN,makan gratis kayaanya banyak yang mubadir luuh hai prabowo anggarannya berapa sihhhhkooo ngga sesuaiii bangetkayaaa hargaa 6 sampai 70000 yaaaakesingnya ajaaa yang baguspeluang korupsi bagi pejabat jugaa niiii,makan gratis kayaanya banyak mubadir luuh halo prabowo anggar berapa sihhhhkooo sesuaiii bangetkayaaa hargaa 6 70000 yaaaakesingnya ajaaa baguspeluang korupsi jabat jugaa niiii,28,209,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.935631096,Tinggi (≥0.80)
@zulfazahro-c6w,2025-09-20 15:05:00+00:00,CNN,solusinya hapus mbgkasih org tuanya pekerjaan sesuai profesiribuan korban di depan mataasih di argumentasikan mbg prodak politik dan gagall,solusi hilang mbgkasih org tua kerja sesuai profesiribuan korban depan mataasih argumentasi prodak politik gagall,19,139,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.890800059,Tinggi (≥0.80)
@Analiskampung,2025-09-20 14:49:45+00:00,CNN,hentikan mbg sudah jadikan bangunan sekolah aja yang bagus,henti jadi gedung sekolah bagus,9,58,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.499327511,Rendah (<0.60)
@suhermanherman7976,2025-09-20 14:36:36+00:00,CNN,lebih baik dikonversi n kasih keluarga yang belum bisa memenuhi kebutuhan gizinya jangan pukul rata semua sekolah dapat karena kita liat sekolahx org2 kaya juga dapat,lebih baik konversi n keluarga penuh butuh gizi jangan pukul rata semua sekolah lihat sekolahx org2 kaya,26,166,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.606843293,Sedang (0.60–0.80)
@WH_JUNNA,2025-09-20 14:20:23+00:00,CNN,hentikan saja program ini mengkhawatirkan orang tua ini sudah ngak benar pikirkan ini akan merusak masa depan anak anak ayu pa purbaya bp kan orang pinter cari dong solusinya,henti program khawatir orang tua benar pikir rusak masa depan anak anak ayu pa purbaya bp kan orang pinter cari solusi,29,174,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.9608652,Tinggi (≥0.80)
@laodemulyadisyahimabirijal4696,2025-09-20 14:19:54+00:00,CNN,memang sangat ironis disayangkan terjadi klb di garut ini seperti pepatah tinta setitik rusak susu sebelanga kesalahan 1 dapur mbg di garut merusak citra semua dapur mbg diseluruh indonesia trus sedih skli klau banyak rakyat indonesia ikutan menghujat fitnah hingga provokasi program mbg ini padahal program ini sangat bermanfaat dirasakan banyak murid seluruh indonesia khususnya keluarga kurang mampu,memang sangat ironis sayang jadi klb garut pepatah tinta titik rusak susu belanga salah 1 dapur garut rusak citra semua dapur seluruh indonesia terus sedih skli banyak rakyat indonesia ikut hujat fitnah hingga provokasi program padahal program sangat manfaat rasa banyak murid seluruh indonesia khusus keluarga cukup,58,402,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.673849523,Sedang (0.60–0.80)
@irwandone4035,2025-09-20 14:16:44+00:00,CNN,yang jd masalah pemerintah tidak mengatur tiap mbg sekolah nya tp malah jd persaiangan antar mbg untuk mendapatkan jatah tiap sekolah ya tidak menutup kemungkinan saling menjatuhkan,masalah perintah atur tiap sekolah malah persaiangan antar dapat jatah tiap sekolah tutup mungkin saling jatuh,27,181,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.94878149,Tinggi (≥0.80)
@gumballdarwin-hj4mx,2025-09-20 14:10:42+00:00,CNN,knp makanan bergizi gratis seperti makanan beracun gratis,knp makan gizi gratis makan racun gratis,8,57,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.904224038,Tinggi (≥0.80)
@GunturSuradi-x7u,2025-09-20 14:09:23+00:00,CNN,sampai hari ini belum ada tindakan terhadap pengelola sebagusnya serahkan kesekolah kemudian dimasak oleh masyrakat setempat dan dimasak diwaktu pagi ada kemungkinan keracunan ini karena makanan basih,hari tindak kelola bagus serah seko kemudian masak masyrakat tempat masak waktu pagi mungkin racun makan basih,27,200,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.95556581,Tinggi (≥0.80)
@WH_JUNNA,2025-09-20 14:00:30+00:00,CNN,banyaknya anggaran untuk program ini sementara keadaan ekonomi tdk baik baik saja kebutuhan semuanya naik jd ngak silahkan program ini,banyak anggar program ada ekonomi baik baik butuh semua naik silah program,20,134,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.748280585,Sedang (0.60–0.80)
@djumirahdjumirah6767,2025-09-20 13:43:57+00:00,CNN,ganti saja persekolah karena makananuntuk anak jangka panjangnya kasikan kepala sekolah guru kelas,ganti seko makananuntuk anak jangka panjang kasi kepala sekolah guru kelas,13,98,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.923793018,Tinggi (≥0.80)
@dpdlbhccibengkalis,2025-09-20 13:39:34+00:00,CNN,pemain utama program mbg rata rata orang dekat penguasaorang dalam sebaiknya supaya manfaatnya terasa buat rakyat berikan saja bantuan dana belanja untuk makan bergizi ini kepada orang tua siswa yang bersangkutan karena orang tua siswa lebih tahu persis pola makan anak anaknya,main utama program rata rata orang dekat penguasaorang baik manfaat asa buat rakyat ikan bantu dana belanja makan gizi orang tua siswa sangkut orang tua siswa lebih tahu persis pola makan anak anak,42,277,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.666567862,Sedang (0.60–0.80)
@MamyCantik-b6o7j,2025-09-20 13:37:34+00:00,CNN,prabowo gemana tanggung jawab dong program bapak jdi omon omon,prabowo gana tanggung jawab program omon omon,10,62,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.887712181,Tinggi (≥0.80)
@Surosoaja-s7e,2025-09-20 13:32:29+00:00,CNN,ini hanyalah jadi akal akalan para orang2 korup yang jadi korban anak2 kita ayo kita para wali murid kompak semua harus di hentikan program mbg ini sebelum terjadi apa2 dengan anak2 kita soalnya klau udah terjadi semua gak ada gunanya paling pemerintah hanya bisa beralasan dan mengcapkan bela sungkawa,hanya akal akal orang2 korup korban anak2 ayo wali murid kompak semua henti program jadi apa2 anak2 soal jadi semua guna paling perintah alas mengcapkan bela sungkawa,49,302,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.614709973,Sedang (0.60–0.80)
@Surosoaja-s7e,2025-09-20 13:28:26+00:00,CNN,klau nggak di hentikan mending gak usah suruh makan anak2 klau gak ada jaminan yang jelas seandainya terjadi apa mending makan makanan dari rumah walaupun hanya lauk tempe dan sayur tapi udah di jamin gak beracun,henti lebih baik perlu suruh makan anak2 jamin jelas anda jadi lebih baik makan makan rumah walaupun lauk tempe sayur jamin racun,36,212,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.965792894,Tinggi (≥0.80)
@imamsujono5420,2025-09-20 13:21:24+00:00,CNN,coba ditinjau lagi yang labih mendalam program nasional harusnya berdampak nyata buat rakyat,coba tinjau labih dalam program nasional harus dampak nyata buat rakyat,13,92,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.933808863,Tinggi (≥0.80)
@dennnoval,2025-09-20 13:16:57+00:00,CNN,mending kasih uang nya aja atau tiap kantin sekolah yang buat jg boleh,lebih baik uang tiap kantin sekolah buat,13,70,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.901227891,Tinggi (≥0.80)
@zulfazahro-c6w,2025-09-20 13:16:45+00:00,CNN,mbg prodak politikkorban sudah banyakapa tunu korban lebih banyak lagi baru di respon,prodak politikkorban banyakapa tunu korban lebih banyak baru respon,13,85,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.594760001,Rendah (<0.60)
@sumitojaya7102,2025-09-20 13:01:56+00:00,CNN,hentikan mbg titik,henti titik,3,18,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.728704095,Sedang (0.60–0.80)
@togapfernando7589,2025-09-20 13:01:39+00:00,CNN,program mencret bersama garong dari pajak pulaanak sd diracuni dan tidak ada penindakan,program mencret sama garong pajak pulaanak sd racun tindak,13,87,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.907751024,Tinggi (≥0.80)
@HORRORtapiNAGIH,2025-09-20 12:58:56+00:00,CNN,pdhl hrusy program mbg ni jg kan bs penyerap tnaga krja kan tp krjy pd g bner,pdhl hrusy program kan serap tnaga krja kan krjy benar,17,77,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.897453427,Tinggi (≥0.80)
@waktoyok6739,2025-09-20 12:56:01+00:00,CNN,buang buang anggaran untuk hal yang tidak berguna lebih bagus dana di gunakan untuk memberikan bantuan sembako untuk orang yang di bawah garis kemiskinan tiap bulan nya,buang buang anggar guna lebih bagus dana guna beri bantu sembako orang bawah garis miskin tiap bulan,27,168,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.502850354,Rendah (<0.60)
@herimauludinmauludin6446,2025-09-20 12:47:50+00:00,CNN,makanya jgn melanggar janji janjinya bagaimana pada saat kampanya katanya mbg akan dikelola oleh kantin2 sekolah dan warung2 terdekat dengan lokasi tapi kenyataanya yang mengelola mbg para oligarki mereka sudah kaya tambah semakin kaya rakyat jelata semakin miskin tolong kpd pemerintah untuk mengkaji ulang,makanya jangan langgar janji janji bagaimana kampa kata kelola kantin2 sekolah warung2 dekat lokasi kenyataanya kelola oligarki kaya tambah makin kaya rakyat jelata makin miskin mohon bantu kpd perintah kaji ulang,44,307,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.483828098,Rendah (<0.60)
@AGUNGPitak,2025-09-20 12:41:27+00:00,CNN,sebuah program yang terlalu dipaksakan dan ini harus dicari solusi yang lebih bertanggun jawab,suatu program terlalu paksa cari solusi lebih bertanggun jawab,14,94,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.910615563,Tinggi (≥0.80)
@perompaksejati9315,2025-09-20 12:38:16+00:00,CNN,yang penting makan gratis,penting makan gratis,4,25,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.799269855,Sedang (0.60–0.80)
@MIKEPUTRI1988,2025-09-20 12:37:35+00:00,CNN,astaghfirullah tega banget ya yang naruh belatung rusak orang nya jangan program nya kalau setiap kebaikan di jegal seperti ini mau jadi apa tolonglah bersama untuk indonesia,astaghfirullah tega sangat naruh belatung rusak orang jangan program baik jegal tolong sama indonesia,27,174,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.94369936,Tinggi (≥0.80)
@Widhi.2512,2025-09-20 12:31:12+00:00,CNN,banyak di beberapa daerah mbg bermasalahharus di evaluasi lagihampir tiap saat kita dengar hal mbg ber masalah,banyak beberapa daerah bermasalahharus evaluasi lagihampir tiap dengar ber masalah,17,110,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.910679758,Tinggi (≥0.80)
@ujangrusdi9185,2025-09-20 12:30:48+00:00,CNN,daripada mbg lebih baik uangnya saja langsung berikan ke urang tuanya,lebih baik uang langsung ikan urang tua,11,69,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.639491081,Sedang (0.60–0.80)
@poasiabarbar9859,2025-09-20 12:27:39+00:00,CNN,mbg program tutup malu makax asal2an mudah2an anak gua kagak kebagian gua biar miskin msh sanggup kasih makan anak gua dr kecil jg gua ga prnh minta2 dikasih makan org lain atw pemerintah gua lbhnsayang anak gua drpd duit 10 rb katax bergizi kok beracun pret,program malu makax asal2an mudah2an anak bagi biar miskin sanggup makan anak kecil prnh minta2 beri makan org atw perintah lbhnsayang anak uang 10 ribu katax gizi racun pret,46,258,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.9698596,Tinggi (≥0.80)
@lindafitri1874,2025-09-20 12:25:14+00:00,CNN,mengelola mbg tidak bisa diserahkan kepada catering dalam jumlah besar di satu tempat cara seperti ini yang justru bikin makanan cepat basi krn makanan ini bukan produk pabrikan tetapi menu yang lgsg dimakan begitu matang jadi catering harus didekatkan ke tiap2 sekolah di sekitarnya dan harus dipecah2 misal 1 catering hanya dikasih pegang 2 atau 3 kelas saja hal ini juga membantu banyak umkm di daerah dekat sekolah tsb,kelola serah katering jumlah besar satu tempat cara justru bikin makan cepat basi makan bukan produk pabrikan menu lgsg makan matang katering dekat tiap2 sekolah sekitar dipecah2 misal 1 katering beri pegang 2 3 kelas bantu banyak umkm daerah dekat sekolah tsb,69,422,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.527660489,Rendah (<0.60)
@Aanaryadi-w6j7x,2025-09-20 12:17:19+00:00,CNN,padahal mbg itu tujuannya baik kenapa sih setiap bangsa ini akan bangkit ada aja masalah mungkin pengawasan dan pelaksanaan ada yang salah harus diperbaiki atau mungkin ganti aja program mbg ini dengan menyekolahkan semua generasi muda kita ke luar negeri untuk belajar misal ke amerika nanti klo sudah pintar suruh bangun negara,padahal tuju baik sih bangsa bangkit masalah mungkin awas laksana salah baik mungkin ganti program sekolah semua generasi muda luar negeri ajar misal amerika pintar suruh bangun negara,52,329,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.591959238,Rendah (<0.60)
@SolindraGinting,2025-09-20 12:15:20+00:00,CNN,suruh makan si prabowo biar tau dia rasanya,suruh makan prabowo biar tahu rasa,8,43,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.625474691,Sedang (0.60–0.80)
@BoNing-b6o,2025-09-20 12:10:53+00:00,CNN,maf pak lebih baik di hapus mbg nyah dari pd byk yng keracunan 157,maf lebih baik hilang nyah banyak yng racun 157,14,66,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.885381877,Tinggi (≥0.80)
@firisabila1791,2025-09-20 12:09:59+00:00,CNN,mbg ini ajang pejabatkeluargatemannya dapet rezeki nomplok buka usaha dadakan padahal sebelumnya mereka tidak punya riwayatpengalaman membuat makanan dalam jumlah yang banyak seharusnya yang mengelola ini kerjasama dengan catering yang sudah ada di masyrakat dijamin lancar mengurangi masalah yang terjadi karena mereka sudah pengalaman masak ratusanribuan tapi itu hal yang mustahil terjadi karena pejabat yang mengurus mau untungnya buat mereka sendiri bukan mau manfaat perputaran ekonomianak sehat karena mbg,ajang pejabatkeluargatemannya rezeki nomplok buka usaha dada padahal belum punya riwayatpengalaman buat makan jumlah banyak kelola kerjasama katering masyrakat jamin lancar kurang masalah jadi alam masak ratusanribuan mustahil jadi jabat urus untung buat sendiri bukan manfaat putar ekonomianak sehat,69,512,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.979711175,Tinggi (≥0.80)
@noortazalli5197,2025-09-20 12:09:40+00:00,CNN,sejak awal memang program kurang penelitian hanya keinginan saja tidak cukup perlu kajian mulai pemilihan bahanmemasaknya sampai penyaluran dan masalah gizinyaitu yang perlu dikaji duluterutama penyajian harus fressjangan sampai basi baru dimakan ya begini hasilnya,sejak memang program cukup teliti ingin cukup perlu kaji pilih bahanmemasaknya salur masalah gizinyaitu perlu kaji duluterutama saji fressjangan basi baru makan begini hasil,35,265,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.961342871,Tinggi (≥0.80)
@firisabila1791,2025-09-20 12:08:48+00:00,CNN,mbg ini ajang pejabatkeluargatemannya untuk dapat tender jadi pengurus mbg padahal sebelumnya tidak punya riwayatpengalaman membuat banyak makanan seharusnya yang mengelola ini kerjasama dengan catering yang sudah ada di masyrakat dijamin lancar mengurangi masalah yang terjadi karena mereka sudah pengalaman masak ratusanribuan tapi itu hal yang mustahil terjadi karena pejabat yang mengurus mau untungnya buat mereka sendiri bukan mau manfaat perputaran ekonomianak sehat karena mbg,ajang pejabatkeluargatemannya tender urus padahal belum punya riwayatpengalaman buat banyak makan kelola kerjasama katering masyrakat jamin lancar kurang masalah jadi alam masak ratusanribuan mustahil jadi jabat urus untung buat sendiri bukan manfaat putar ekonomianak sehat,65,484,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.977879763,Tinggi (≥0.80)
@ahmadfannani3670,2025-09-20 12:06:59+00:00,CNN,program paling toooo lol dri sang pemimpin pertama sampai yang trakhir ini lah program yang bener2 gk bermutuudh brpa kali lasus keracunan udh brpa kali menunya gk bermutu ada yang basi10rbu jan slrg buat sarapan apa iya bsa bergizi pemimpin kbanyakan omon2 ditambah wakilnya otaknya gk ada si bocah kosong,program paling toooo tertawa dri sang pimpin pertama trakhir program benar bermutuudh brpa kali lasus racun brpa kali menu mutu basi10rbu jan slrg buat sarap iya gizi pimpin kbanyakan omon2 tambah wakil otak bocah kosong,50,306,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.466435343,Rendah (<0.60)
@cuyungadih9941,2025-09-20 12:05:18+00:00,CNN,makan gratis nga enak asal2anlauknya sedikit bangat dan tidak enak dan tidqk sehat masaknyakasian anak2 makan gratis nga bergijihanya buang2 uang negara dan banyak yang korupsi,makan gratis nga lezat asal2anlauknya sedikit bangat lezat tidqk sehat masaknyakasian anak2 makan gratis nga bergijihanya buang2 uang negara banyak korupsi,26,176,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.956137121,Tinggi (≥0.80)
@Sariasmidi,2025-09-20 12:04:01+00:00,CNN,ini mesti di cek bener di mana kesalahannya jgn cuma fokus pd bahan makanannya juga sarana dan prasarana mbg tsb,periksa benar salah jangan fokus bahan makan sarana prasarana tsb,20,112,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.928427339,Tinggi (≥0.80)
@chanellisnawatiol1378,2025-09-20 11:57:16+00:00,CNN,kenapa makan gratis ini masih berlanjutkenapa tidak di hentikan sajasetiap ada mbg pasti ada yang keracunankasian anak2,makan gratis berlanjutkenapa henti sajasetiap keracunankasian anak2,17,119,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.846388102,Tinggi (≥0.80)
@bambangirawan1138,2025-09-20 11:46:06+00:00,CNN,saya usul mbg dalam kemasan aja setiba di tkp baru disajikan di nampan menu sesuai ahli gizi pabrik masakan indonesia atau lauk dalam kemasan kan banyak,usul kemas tiba tkp baru saji nampan menu sesuai pakar gizi pabrik masakan indonesia lauk kemas kan banyak,26,152,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.489892781,Rendah (<0.60)
